y,Jurisdiction_encoded,Sub-stream,Total type,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
339,0,03 C&I core,Hazwaste total,2,1,5,3,3
287,0,09 Total,Hazwaste total,2,1,1,1,3
495,0,09 Total,Hazwaste total,2,1,2,0,3
96,0,09 Total,Hazwaste total,2,1,3,0,3
610,0,09 Total,Hazwaste total,2,1,4,3,3
252,0,09 Total,Hazwaste total,2,1,5,0,3
89,0,09 Total,Hazwaste total,2,1,5,1,3
341,0,09 Total,Hazwaste total,2,1,5,3,3
0,0,02 C&D,All other waste total,7,1,1,1,3
1317,0,02 C&D,All other waste total,7,1,2,0,3
526,0,02 C&D,All other waste total,7,1,2,1,3
2169,0,02 C&D,All other waste total,7,1,4,3,3
0,0,03 C&I core,All other waste total,7,1,1,1,3
1664,0,03 C&I core,All other waste total,7,1,2,0,3
1102,0,03 C&I core,All other waste total,7,1,2,1,3
2123,0,03 C&I core,All other waste total,7,1,4,3,3
0,0,01 MSW,All other waste total,7,1,1,1,3
1401,0,01 MSW,All other waste total,7,1,2,0,3
940,0,01 MSW,All other waste total,7,1,2,1,3
1806,0,01 MSW,All other waste total,7,1,4,3,3
0,0,09 Total,All other waste total,7,1,1,1,3
2003,0,09 Total,All other waste total,7,1,2,0,3
1346,0,09 Total,All other waste total,7,1,2,1,3
2541,0,09 Total,All other waste total,7,1,4,3,3
3036,2,04 C&I (electricity generation),Ash waste total,0,1,3,2,3
3003,2,04 C&I (electricity generation),Ash waste total,0,1,4,3,3
3036,2,09 Total,Ash waste total,0,1,3,2,3
3003,2,09 Total,Ash waste total,0,1,4,3,3
1727,2,03 C&I core,Biosolids total,1,1,3,0,3
2375,2,03 C&I core,Biosolids total,1,1,4,3,3
1727,2,09 Total,Biosolids total,1,1,3,0,3
2375,2,09 Total,Biosolids total,1,1,4,3,3
0,2,02 C&D,Hazwaste total,2,1,1,1,3
2383,2,02 C&D,Hazwaste total,2,1,2,0,3
0,2,02 C&D,Hazwaste total,2,1,3,0,3
619,2,02 C&D,Hazwaste total,2,1,4,3,3
1398,2,02 C&D,Hazwaste total,2,1,5,0,3
0,2,02 C&D,Hazwaste total,2,1,5,1,3
1745,2,02 C&D,Hazwaste total,2,1,5,3,3
1267,2,03 C&I core,Hazwaste total,2,1,1,1,3
2274,2,03 C&I core,Hazwaste total,2,1,2,0,3
489,2,03 C&I core,Hazwaste total,2,1,3,0,3
1955,2,03 C&I core,Hazwaste total,2,1,4,3,3
1738,2,03 C&I core,Hazwaste total,2,1,5,0,3
1468,2,03 C&I core,Hazwaste total,2,1,5,1,3
2211,2,03 C&I core,Hazwaste total,2,1,5,3,3
1267,2,09 Total,Hazwaste total,2,1,1,1,3
2609,2,09 Total,Hazwaste total,2,1,2,0,3
489,2,09 Total,Hazwaste total,2,1,3,0,3
1972,2,09 Total,Hazwaste total,2,1,4,3,3
1936,2,09 Total,Hazwaste total,2,1,5,0,3
1468,2,09 Total,Hazwaste total,2,1,5,1,3
2374,2,09 Total,Hazwaste total,2,1,5,3,3
0,2,02 C&D,All other waste total,7,1,1,1,3
2737,2,02 C&D,All other waste total,7,1,2,0,3
1331,2,02 C&D,All other waste total,7,1,2,1,3
3103,2,02 C&D,All other waste total,7,1,4,3,3
0,2,03 C&I core,All other waste total,7,1,1,1,3
2941,2,03 C&I core,All other waste total,7,1,2,0,3
2180,2,03 C&I core,All other waste total,7,1,2,1,3
3014,2,03 C&I core,All other waste total,7,1,4,3,3
0,2,01 MSW,All other waste total,7,1,1,1,3
2930,2,01 MSW,All other waste total,7,1,2,0,3
2286,2,01 MSW,All other waste total,7,1,2,1,3
2945,2,01 MSW,All other waste total,7,1,4,3,3
0,2,09 Total,All other waste total,7,1,1,1,3
3099,2,09 Total,All other waste total,7,1,2,0,3
2564,2,09 Total,All other waste total,7,1,2,1,3
3136,2,09 Total,All other waste total,7,1,4,3,3
334,3,03 C&I core,Biosolids total,1,1,3,0,3
810,3,03 C&I core,Biosolids total,1,1,4,3,3
334,3,09 Total,Biosolids total,1,1,3,0,3
810,3,09 Total,Biosolids total,1,1,4,3,3
0,3,02 C&D,Hazwaste total,2,1,1,1,3
659,3,02 C&D,Hazwaste total,2,1,2,0,3
3,3,02 C&D,Hazwaste total,2,1,3,0,3
27,3,02 C&D,Hazwaste total,2,1,4,3,3
51,3,02 C&D,Hazwaste total,2,1,5,0,3
0,3,02 C&D,Hazwaste total,2,1,5,1,3
134,3,02 C&D,Hazwaste total,2,1,5,3,3
340,3,03 C&I core,Hazwaste total,2,1,1,1,3
699,3,03 C&I core,Hazwaste total,2,1,2,0,3
155,3,03 C&I core,Hazwaste total,2,1,3,0,3
896,3,03 C&I core,Hazwaste total,2,1,4,3,3
412,3,03 C&I core,Hazwaste total,2,1,5,0,3
242,3,03 C&I core,Hazwaste total,2,1,5,1,3
616,3,03 C&I core,Hazwaste total,2,1,5,3,3
340,3,09 Total,Hazwaste total,2,1,1,1,3
892,3,09 Total,Hazwaste total,2,1,2,0,3
156,3,09 Total,Hazwaste total,2,1,3,0,3
902,3,09 Total,Hazwaste total,2,1,4,3,3
418,3,09 Total,Hazwaste total,2,1,5,0,3
242,3,09 Total,Hazwaste total,2,1,5,1,3
638,3,09 Total,Hazwaste total,2,1,5,3,3
0,3,02 C&D,All other waste total,7,1,1,1,3
1924,3,02 C&D,All other waste total,7,1,2,0,3
499,3,02 C&D,All other waste total,7,1,2,1,3
0,3,02 C&D,All other waste total,7,1,4,3,3
0,3,03 C&I core,All other waste total,7,1,1,1,3
1370,3,03 C&I core,All other waste total,7,1,2,0,3
653,3,03 C&I core,All other waste total,7,1,2,1,3
184,3,03 C&I core,All other waste total,7,1,4,3,3
0,3,01 MSW,All other waste total,7,1,1,1,3
1877,3,01 MSW,All other waste total,7,1,2,0,3
1123,3,01 MSW,All other waste total,7,1,2,1,3
967,3,01 MSW,All other waste total,7,1,4,3,3
0,3,09 Total,All other waste total,7,1,1,1,3
2255,3,09 Total,All other waste total,7,1,2,0,3
1254,3,09 Total,All other waste total,7,1,2,1,3
978,3,09 Total,All other waste total,7,1,4,3,3
3060,4,04 C&I (electricity generation),Ash waste total,0,1,3,2,3
2627,4,04 C&I (electricity generation),Ash waste total,0,1,4,3,3
3060,4,09 Total,Ash waste total,0,1,3,2,3
2627,4,09 Total,Ash waste total,0,1,4,3,3
807,4,03 C&I core,Biosolids total,1,1,3,0,3
2304,4,03 C&I core,Biosolids total,1,1,4,3,3
807,4,09 Total,Biosolids total,1,1,3,0,3
2304,4,09 Total,Biosolids total,1,1,4,3,3
0,4,02 C&D,Hazwaste total,2,1,1,1,3
2489,4,02 C&D,Hazwaste total,2,1,2,0,3
112,4,02 C&D,Hazwaste total,2,1,3,0,3
61,4,02 C&D,Hazwaste total,2,1,4,3,3
78,4,02 C&D,Hazwaste total,2,1,5,0,3
0,4,02 C&D,Hazwaste total,2,1,5,1,3
0,4,02 C&D,Hazwaste total,2,1,5,3,3
945,4,03 C&I core,Hazwaste total,2,1,1,1,3
2397,4,03 C&I core,Hazwaste total,2,1,2,0,3
1072,4,03 C&I core,Hazwaste total,2,1,3,0,3
2394,4,03 C&I core,Hazwaste total,2,1,4,3,3
1592,4,03 C&I core,Hazwaste total,2,1,5,0,3
1008,4,03 C&I core,Hazwaste total,2,1,5,1,3
1869,4,03 C&I core,Hazwaste total,2,1,5,3,3
945,4,09 Total,Hazwaste total,2,1,1,1,3
2667,4,09 Total,Hazwaste total,2,1,2,0,3
1081,4,09 Total,Hazwaste total,2,1,3,0,3
2395,4,09 Total,Hazwaste total,2,1,4,3,3
1593,4,09 Total,Hazwaste total,2,1,5,0,3
1008,4,09 Total,Hazwaste total,2,1,5,1,3
1869,4,09 Total,Hazwaste total,2,1,5,3,3
0,4,02 C&D,All other waste total,7,1,1,1,3
2823,4,02 C&D,All other waste total,7,1,2,0,3
820,4,02 C&D,All other waste total,7,1,2,1,3
2682,4,02 C&D,All other waste total,7,1,4,3,3
1465,4,03 C&I core,All other waste total,7,1,1,1,3
2807,4,03 C&I core,All other waste total,7,1,2,0,3
1670,4,03 C&I core,All other waste total,7,1,2,1,3
2744,4,03 C&I core,All other waste total,7,1,4,3,3
1983,4,01 MSW,All other waste total,7,1,1,1,3
2887,4,01 MSW,All other waste total,7,1,2,0,3
1852,4,01 MSW,All other waste total,7,1,2,1,3
2766,4,01 MSW,All other waste total,7,1,4,3,3
2105,4,09 Total,All other waste total,7,1,1,1,3
3070,4,09 Total,All other waste total,7,1,2,0,3
2112,4,09 Total,All other waste total,7,1,2,1,3
3008,4,09 Total,All other waste total,7,1,4,3,3
2223,5,04 C&I (electricity generation),Ash waste total,0,1,3,2,3
2064,5,04 C&I (electricity generation),Ash waste total,0,1,4,3,3
2223,5,09 Total,Ash waste total,0,1,3,2,3
2064,5,09 Total,Ash waste total,0,1,4,3,3
0,5,03 C&I core,Biosolids total,1,1,3,0,3
1985,5,03 C&I core,Biosolids total,1,1,4,3,3
0,5,09 Total,Biosolids total,1,1,3,0,3
1985,5,09 Total,Biosolids total,1,1,4,3,3
0,5,02 C&D,Hazwaste total,2,1,1,1,3
1184,5,02 C&D,Hazwaste total,2,1,2,0,3
0,5,02 C&D,Hazwaste total,2,1,3,0,3
594,5,02 C&D,Hazwaste total,2,1,4,3,3
525,5,02 C&D,Hazwaste total,2,1,5,0,3
0,5,02 C&D,Hazwaste total,2,1,5,1,3
991,5,02 C&D,Hazwaste total,2,1,5,3,3
1067,5,03 C&I core,Hazwaste total,2,1,1,1,3
1613,5,03 C&I core,Hazwaste total,2,1,2,0,3
975,5,03 C&I core,Hazwaste total,2,1,3,0,3
1505,5,03 C&I core,Hazwaste total,2,1,4,3,3
1065,5,03 C&I core,Hazwaste total,2,1,5,0,3
352,5,03 C&I core,Hazwaste total,2,1,5,1,3
1113,5,03 C&I core,Hazwaste total,2,1,5,3,3
1067,5,09 Total,Hazwaste total,2,1,1,1,3
1762,5,09 Total,Hazwaste total,2,1,2,0,3
975,5,09 Total,Hazwaste total,2,1,3,0,3
1540,5,09 Total,Hazwaste total,2,1,4,3,3
1143,5,09 Total,Hazwaste total,2,1,5,0,3
352,5,09 Total,Hazwaste total,2,1,5,1,3
1333,5,09 Total,Hazwaste total,2,1,5,3,3
0,5,02 C&D,All other waste total,7,1,1,1,3
1958,5,02 C&D,All other waste total,7,1,2,0,3
752,5,02 C&D,All other waste total,7,1,2,1,3
2751,5,02 C&D,All other waste total,7,1,4,3,3
1517,5,03 C&I core,All other waste total,7,1,1,1,3
1947,5,03 C&I core,All other waste total,7,1,2,0,3
1307,5,03 C&I core,All other waste total,7,1,2,1,3
2725,5,03 C&I core,All other waste total,7,1,4,3,3
0,5,01 MSW,All other waste total,7,1,1,1,3
2230,5,01 MSW,All other waste total,7,1,2,0,3
1602,5,01 MSW,All other waste total,7,1,2,1,3
2385,5,01 MSW,All other waste total,7,1,4,3,3
1517,5,09 Total,All other waste total,7,1,1,1,3
2542,5,09 Total,All other waste total,7,1,2,0,3
1841,5,09 Total,All other waste total,7,1,2,1,3
2967,5,09 Total,All other waste total,7,1,4,3,3
165,6,03 C&I core,Biosolids total,1,1,3,0,3
1038,6,03 C&I core,Biosolids total,1,1,4,3,3
165,6,09 Total,Biosolids total,1,1,3,0,3
1038,6,09 Total,Biosolids total,1,1,4,3,3
0,6,02 C&D,Hazwaste total,2,1,1,1,3
558,6,02 C&D,Hazwaste total,2,1,2,0,3
1,6,02 C&D,Hazwaste total,2,1,3,0,3
21,6,02 C&D,Hazwaste total,2,1,4,3,3
42,6,02 C&D,Hazwaste total,2,1,5,0,3
0,6,02 C&D,Hazwaste total,2,1,5,1,3
119,6,02 C&D,Hazwaste total,2,1,5,3,3
482,6,03 C&I core,Hazwaste total,2,1,1,1,3
1497,6,03 C&I core,Hazwaste total,2,1,2,0,3
189,6,03 C&I core,Hazwaste total,2,1,3,0,3
2110,6,03 C&I core,Hazwaste total,2,1,4,3,3
565,6,03 C&I core,Hazwaste total,2,1,5,0,3
31,6,03 C&I core,Hazwaste total,2,1,5,1,3
1155,6,03 C&I core,Hazwaste total,2,1,5,3,3
482,6,09 Total,Hazwaste total,2,1,1,1,3
1527,6,09 Total,Hazwaste total,2,1,2,0,3
189,6,09 Total,Hazwaste total,2,1,3,0,3
2111,6,09 Total,Hazwaste total,2,1,4,3,3
570,6,09 Total,Hazwaste total,2,1,5,0,3
31,6,09 Total,Hazwaste total,2,1,5,1,3
1160,6,09 Total,Hazwaste total,2,1,5,3,3
0,6,02 C&D,All other waste total,7,1,1,1,3
1257,6,02 C&D,All other waste total,7,1,2,0,3
175,6,02 C&D,All other waste total,7,1,2,1,3
0,6,02 C&D,All other waste total,7,1,4,3,3
0,6,03 C&I core,All other waste total,7,1,1,1,3
2080,6,03 C&I core,All other waste total,7,1,2,0,3
1206,6,03 C&I core,All other waste total,7,1,2,1,3
1553,6,03 C&I core,All other waste total,7,1,4,3,3
0,6,01 MSW,All other waste total,7,1,1,1,3
1975,6,01 MSW,All other waste total,7,1,2,0,3
1187,6,01 MSW,All other waste total,7,1,2,1,3
1685,6,01 MSW,All other waste total,7,1,4,3,3
0,6,09 Total,All other waste total,7,1,1,1,3
2388,6,09 Total,All other waste total,7,1,2,0,3
1434,6,09 Total,All other waste total,7,1,2,1,3
1974,6,09 Total,All other waste total,7,1,4,3,3
2829,7,04 C&I (electricity generation),Ash waste total,0,1,3,2,3
0,7,04 C&I (electricity generation),Ash waste total,0,1,4,3,3
2829,7,09 Total,Ash waste total,0,1,3,2,3
0,7,09 Total,Ash waste total,0,1,4,3,3
2285,7,03 C&I core,Biosolids total,1,1,3,0,3
2023,7,03 C&I core,Biosolids total,1,1,4,3,3
2285,7,09 Total,Biosolids total,1,1,3,0,3
2023,7,09 Total,Biosolids total,1,1,4,3,3
0,7,02 C&D,Hazwaste total,2,1,1,1,3
2178,7,02 C&D,Hazwaste total,2,1,2,0,3
6,7,02 C&D,Hazwaste total,2,1,3,0,3
305,7,02 C&D,Hazwaste total,2,1,4,3,3
308,7,02 C&D,Hazwaste total,2,1,5,0,3
0,7,02 C&D,Hazwaste total,2,1,5,1,3
588,7,02 C&D,Hazwaste total,2,1,5,3,3
1282,7,03 C&I core,Hazwaste total,2,1,1,1,3
2168,7,03 C&I core,Hazwaste total,2,1,2,0,3
528,7,03 C&I core,Hazwaste total,2,1,3,0,3
2319,7,03 C&I core,Hazwaste total,2,1,4,3,3
1585,7,03 C&I core,Hazwaste total,2,1,5,0,3
848,7,03 C&I core,Hazwaste total,2,1,5,1,3
1864,7,03 C&I core,Hazwaste total,2,1,5,3,3
1282,7,09 Total,Hazwaste total,2,1,1,1,3
2497,7,09 Total,Hazwaste total,2,1,2,0,3
530,7,09 Total,Hazwaste total,2,1,3,0,3
2321,7,09 Total,Hazwaste total,2,1,4,3,3
1597,7,09 Total,Hazwaste total,2,1,5,0,3
848,7,09 Total,Hazwaste total,2,1,5,1,3
1888,7,09 Total,Hazwaste total,2,1,5,3,3
0,7,02 C&D,All other waste total,7,1,1,1,3
2742,7,02 C&D,All other waste total,7,1,2,0,3
1050,7,02 C&D,All other waste total,7,1,2,1,3
3018,7,02 C&D,All other waste total,7,1,4,3,3
233,7,03 C&I core,All other waste total,7,1,1,1,3
2848,7,03 C&I core,All other waste total,7,1,2,0,3
1994,7,03 C&I core,All other waste total,7,1,2,1,3
2975,7,03 C&I core,All other waste total,7,1,4,3,3
0,7,01 MSW,All other waste total,7,1,1,1,3
2899,7,01 MSW,All other waste total,7,1,2,0,3
2247,7,01 MSW,All other waste total,7,1,2,1,3
2864,7,01 MSW,All other waste total,7,1,4,3,3
233,7,09 Total,All other waste total,7,1,1,1,3
3065,7,09 Total,All other waste total,7,1,2,0,3
2486,7,09 Total,All other waste total,7,1,2,1,3
3120,7,09 Total,All other waste total,7,1,4,3,3
2588,8,04 C&I (electricity generation),Ash waste total,0,1,3,2,3
2512,8,04 C&I (electricity generation),Ash waste total,0,1,4,3,3
2588,8,09 Total,Ash waste total,0,1,3,2,3
2512,8,09 Total,Ash waste total,0,1,4,3,3
919,8,03 C&I core,Biosolids total,1,1,3,0,3
1793,8,03 C&I core,Biosolids total,1,1,4,3,3
919,8,09 Total,Biosolids total,1,1,3,0,3
1793,8,09 Total,Biosolids total,1,1,4,3,3
0,8,02 C&D,Hazwaste total,2,1,1,1,3
754,8,02 C&D,Hazwaste total,2,1,2,0,3
0,8,02 C&D,Hazwaste total,2,1,3,0,3
381,8,02 C&D,Hazwaste total,2,1,4,3,3
281,8,02 C&D,Hazwaste total,2,1,5,0,3
0,8,02 C&D,Hazwaste total,2,1,5,1,3
545,8,02 C&D,Hazwaste total,2,1,5,3,3
864,8,03 C&I core,Hazwaste total,2,1,1,1,3
1729,8,03 C&I core,Hazwaste total,2,1,2,0,3
472,8,03 C&I core,Hazwaste total,2,1,3,0,3
2310,8,03 C&I core,Hazwaste total,2,1,4,3,3
1085,8,03 C&I core,Hazwaste total,2,1,5,0,3
710,8,03 C&I core,Hazwaste total,2,1,5,1,3
1324,8,03 C&I core,Hazwaste total,2,1,5,3,3
864,8,09 Total,Hazwaste total,2,1,1,1,3
1769,8,09 Total,Hazwaste total,2,1,2,0,3
472,8,09 Total,Hazwaste total,2,1,3,0,3
2315,8,09 Total,Hazwaste total,2,1,4,3,3
1110,8,09 Total,Hazwaste total,2,1,5,0,3
710,8,09 Total,Hazwaste total,2,1,5,1,3
1360,8,09 Total,Hazwaste total,2,1,5,3,3
0,8,02 C&D,All other waste total,7,1,1,1,3
2962,8,02 C&D,All other waste total,7,1,2,0,3
1055,8,02 C&D,All other waste total,7,1,2,1,3
2717,8,02 C&D,All other waste total,7,1,4,3,3
0,8,03 C&I core,All other waste total,7,1,1,1,3
2832,8,03 C&I core,All other waste total,7,1,2,0,3
1612,8,03 C&I core,All other waste total,7,1,2,1,3
2575,8,03 C&I core,All other waste total,7,1,4,3,3
0,8,01 MSW,All other waste total,7,1,1,1,3
2825,8,01 MSW,All other waste total,7,1,2,0,3
1717,8,01 MSW,All other waste total,7,1,2,1,3
2458,8,01 MSW,All other waste total,7,1,4,3,3
0,8,09 Total,All other waste total,7,1,1,1,3
3097,8,09 Total,All other waste total,7,1,2,0,3
2058,8,09 Total,All other waste total,7,1,2,1,3
2921,8,09 Total,All other waste total,7,1,4,3,3
1161,0,03 C&I core,Biosolids total,1,1,3,0,2
0,0,03 C&I core,Biosolids total,1,1,4,3,2
1161,0,09 Total,Biosolids total,1,1,3,0,2
0,0,09 Total,Biosolids total,1,1,4,3,2
0,0,02 C&D,Hazwaste total,2,1,1,1,2
822,0,02 C&D,Hazwaste total,2,1,2,0,2
27,0,02 C&D,Hazwaste total,2,1,3,0,2
14,0,02 C&D,Hazwaste total,2,1,4,3,2
20,0,02 C&D,Hazwaste total,2,1,5,0,2
0,0,02 C&D,Hazwaste total,2,1,5,1,2
9,0,02 C&D,Hazwaste total,2,1,5,3,2
282,0,03 C&I core,Hazwaste total,2,1,1,1,2
857,0,03 C&I core,Hazwaste total,2,1,2,0,2
105,0,03 C&I core,Hazwaste total,2,1,3,0,2
603,0,03 C&I core,Hazwaste total,2,1,4,3,2
251,0,03 C&I core,Hazwaste total,2,1,5,0,2
88,0,03 C&I core,Hazwaste total,2,1,5,1,2
335,0,03 C&I core,Hazwaste total,2,1,5,3,2
282,0,09 Total,Hazwaste total,2,1,1,1,2
1170,0,09 Total,Hazwaste total,2,1,2,0,2
123,0,09 Total,Hazwaste total,2,1,3,0,2
604,0,09 Total,Hazwaste total,2,1,4,3,2
261,0,09 Total,Hazwaste total,2,1,5,0,2
88,0,09 Total,Hazwaste total,2,1,5,1,2
336,0,09 Total,Hazwaste total,2,1,5,3,2
0,0,02 C&D,All other waste total,7,1,1,1,2
1190,0,02 C&D,All other waste total,7,1,2,0,2
454,0,02 C&D,All other waste total,7,1,2,1,2
2131,0,02 C&D,All other waste total,7,1,4,3,2
0,0,03 C&I core,All other waste total,7,1,1,1,2
1636,0,03 C&I core,All other waste total,7,1,2,0,2
1058,0,03 C&I core,All other waste total,7,1,2,1,2
2147,0,03 C&I core,All other waste total,7,1,4,3,2
0,0,01 MSW,All other waste total,7,1,1,1,2
1572,0,01 MSW,All other waste total,7,1,2,0,2
1066,0,01 MSW,All other waste total,7,1,2,1,2
1838,0,01 MSW,All other waste total,7,1,4,3,2
0,0,09 Total,All other waste total,7,1,1,1,2
2026,0,09 Total,All other waste total,7,1,2,0,2
1365,0,09 Total,All other waste total,7,1,2,1,2
2540,0,09 Total,All other waste total,7,1,4,3,2
3090,2,04 C&I (electricity generation),Ash waste total,0,1,3,2,2
2955,2,04 C&I (electricity generation),Ash waste total,0,1,4,3,2
3090,2,09 Total,Ash waste total,0,1,3,2,2
2955,2,09 Total,Ash waste total,0,1,4,3,2
1716,2,03 C&I core,Biosolids total,1,1,3,0,2
2361,2,03 C&I core,Biosolids total,1,1,4,3,2
1716,2,09 Total,Biosolids total,1,1,3,0,2
2361,2,09 Total,Biosolids total,1,1,4,3,2
0,2,02 C&D,Hazwaste total,2,1,1,1,2
2367,2,02 C&D,Hazwaste total,2,1,2,0,2
0,2,02 C&D,Hazwaste total,2,1,3,0,2
612,2,02 C&D,Hazwaste total,2,1,4,3,2
1392,2,02 C&D,Hazwaste total,2,1,5,0,2
0,2,02 C&D,Hazwaste total,2,1,5,1,2
1741,2,02 C&D,Hazwaste total,2,1,5,3,2
1261,2,03 C&I core,Hazwaste total,2,1,1,1,2
2259,2,03 C&I core,Hazwaste total,2,1,2,0,2
385,2,03 C&I core,Hazwaste total,2,1,3,0,2
1849,2,03 C&I core,Hazwaste total,2,1,4,3,2
1699,2,03 C&I core,Hazwaste total,2,1,5,0,2
1384,2,03 C&I core,Hazwaste total,2,1,5,1,2
2127,2,03 C&I core,Hazwaste total,2,1,5,3,2
1261,2,09 Total,Hazwaste total,2,1,1,1,2
2599,2,09 Total,Hazwaste total,2,1,2,0,2
385,2,09 Total,Hazwaste total,2,1,3,0,2
1876,2,09 Total,Hazwaste total,2,1,4,3,2
1919,2,09 Total,Hazwaste total,2,1,5,0,2
1384,2,09 Total,Hazwaste total,2,1,5,1,2
2282,2,09 Total,Hazwaste total,2,1,5,3,2
0,2,02 C&D,All other waste total,7,1,1,1,2
2901,2,02 C&D,All other waste total,7,1,2,0,2
1428,2,02 C&D,All other waste total,7,1,2,1,2
3108,2,02 C&D,All other waste total,7,1,4,3,2
0,2,03 C&I core,All other waste total,7,1,1,1,2
2972,2,03 C&I core,All other waste total,7,1,2,0,2
2210,2,03 C&I core,All other waste total,7,1,2,1,2
2999,2,03 C&I core,All other waste total,7,1,4,3,2
0,2,01 MSW,All other waste total,7,1,1,1,2
2951,2,01 MSW,All other waste total,7,1,2,0,2
2248,2,01 MSW,All other waste total,7,1,2,1,2
2943,2,01 MSW,All other waste total,7,1,4,3,2
0,2,09 Total,All other waste total,7,1,1,1,2
3115,2,09 Total,All other waste total,7,1,2,0,2
2569,2,09 Total,All other waste total,7,1,2,1,2
3134,2,09 Total,All other waste total,7,1,4,3,2
327,3,03 C&I core,Biosolids total,1,1,3,0,2
797,3,03 C&I core,Biosolids total,1,1,4,3,2
327,3,09 Total,Biosolids total,1,1,3,0,2
797,3,09 Total,Biosolids total,1,1,4,3,2
0,3,02 C&D,Hazwaste total,2,1,1,1,2
656,3,02 C&D,Hazwaste total,2,1,2,0,2
3,3,02 C&D,Hazwaste total,2,1,3,0,2
26,3,02 C&D,Hazwaste total,2,1,4,3,2
49,3,02 C&D,Hazwaste total,2,1,5,0,2
0,3,02 C&D,Hazwaste total,2,1,5,1,2
132,3,02 C&D,Hazwaste total,2,1,5,3,2
333,3,03 C&I core,Hazwaste total,2,1,1,1,2
693,3,03 C&I core,Hazwaste total,2,1,2,0,2
151,3,03 C&I core,Hazwaste total,2,1,3,0,2
885,3,03 C&I core,Hazwaste total,2,1,4,3,2
407,3,03 C&I core,Hazwaste total,2,1,5,0,2
234,3,03 C&I core,Hazwaste total,2,1,5,1,2
608,3,03 C&I core,Hazwaste total,2,1,5,3,2
333,3,09 Total,Hazwaste total,2,1,1,1,2
881,3,09 Total,Hazwaste total,2,1,2,0,2
152,3,09 Total,Hazwaste total,2,1,3,0,2
887,3,09 Total,Hazwaste total,2,1,4,3,2
413,3,09 Total,Hazwaste total,2,1,5,0,2
234,3,09 Total,Hazwaste total,2,1,5,1,2
631,3,09 Total,Hazwaste total,2,1,5,3,2
0,3,02 C&D,All other waste total,7,1,1,1,2
1921,3,02 C&D,All other waste total,7,1,2,0,2
483,3,02 C&D,All other waste total,7,1,2,1,2
71,3,02 C&D,All other waste total,7,1,4,3,2
0,3,03 C&I core,All other waste total,7,1,1,1,2
1366,3,03 C&I core,All other waste total,7,1,2,0,2
639,3,03 C&I core,All other waste total,7,1,2,1,2
677,3,03 C&I core,All other waste total,7,1,4,3,2
0,3,01 MSW,All other waste total,7,1,1,1,2
1874,3,01 MSW,All other waste total,7,1,2,0,2
1106,3,01 MSW,All other waste total,7,1,2,1,2
854,3,01 MSW,All other waste total,7,1,4,3,2
0,3,09 Total,All other waste total,7,1,1,1,2
2251,3,09 Total,All other waste total,7,1,2,0,2
1241,3,09 Total,All other waste total,7,1,2,1,2
1068,3,09 Total,All other waste total,7,1,4,3,2
3067,4,04 C&I (electricity generation),Ash waste total,0,1,3,2,2
2670,4,04 C&I (electricity generation),Ash waste total,0,1,4,3,2
3067,4,09 Total,Ash waste total,0,1,3,2,2
2670,4,09 Total,Ash waste total,0,1,4,3,2
793,4,03 C&I core,Biosolids total,1,1,3,0,2
2291,4,03 C&I core,Biosolids total,1,1,4,3,2
793,4,09 Total,Biosolids total,1,1,3,0,2
2291,4,09 Total,Biosolids total,1,1,4,3,2
0,4,02 C&D,Hazwaste total,2,1,1,1,2
2561,4,02 C&D,Hazwaste total,2,1,2,0,2
86,4,02 C&D,Hazwaste total,2,1,3,0,2
46,4,02 C&D,Hazwaste total,2,1,4,3,2
61,4,02 C&D,Hazwaste total,2,1,5,0,2
0,4,02 C&D,Hazwaste total,2,1,5,1,2
0,4,02 C&D,Hazwaste total,2,1,5,3,2
935,4,03 C&I core,Hazwaste total,2,1,1,1,2
2426,4,03 C&I core,Hazwaste total,2,1,2,0,2
985,4,03 C&I core,Hazwaste total,2,1,3,0,2
2306,4,03 C&I core,Hazwaste total,2,1,4,3,2
1549,4,03 C&I core,Hazwaste total,2,1,5,0,2
948,4,03 C&I core,Hazwaste total,2,1,5,1,2
1786,4,03 C&I core,Hazwaste total,2,1,5,3,2
935,4,09 Total,Hazwaste total,2,1,1,1,2
2710,4,09 Total,Hazwaste total,2,1,2,0,2
990,4,09 Total,Hazwaste total,2,1,3,0,2
2307,4,09 Total,Hazwaste total,2,1,4,3,2
1550,4,09 Total,Hazwaste total,2,1,5,0,2
948,4,09 Total,Hazwaste total,2,1,5,1,2
1786,4,09 Total,Hazwaste total,2,1,5,3,2
0,4,02 C&D,All other waste total,7,1,1,1,2
2799,4,02 C&D,All other waste total,7,1,2,0,2
768,4,02 C&D,All other waste total,7,1,2,1,2
2750,4,02 C&D,All other waste total,7,1,4,3,2
1465,4,03 C&I core,All other waste total,7,1,1,1,2
2822,4,03 C&I core,All other waste total,7,1,2,0,2
1608,4,03 C&I core,All other waste total,7,1,2,1,2
2794,4,03 C&I core,All other waste total,7,1,4,3,2
1983,4,01 MSW,All other waste total,7,1,1,1,2
2906,4,01 MSW,All other waste total,7,1,2,0,2
1814,4,01 MSW,All other waste total,7,1,2,1,2
2776,4,01 MSW,All other waste total,7,1,4,3,2
2105,4,09 Total,All other waste total,7,1,1,1,2
3077,4,09 Total,All other waste total,7,1,2,0,2
2072,4,09 Total,All other waste total,7,1,2,1,2
